record_id,source,title,snippet,link,thumbnail,video_link,snippet_highlighted_words,displayed_link,title_snippet,likes,comments,author,link_to_author,post_id
185,TikTok · giantxleague,Jackies roams more than Faker? 🤔 #leagueoflegends #faker ...,"57 Likes, TikTok video from giantxleague (@giantxleague): “Jackies roams more than Faker? #leagueoflegends #faker #lec”. original sound ...",https://www.tiktok.com/@giantxleague/video/7468388137606204704,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQN6Lc8L6xwSMCl4N7-qiqecEPuk2yWSQ68nUByramsoxVdNTgtmkWDRA&s,,,890+ views · 9 months ago,"Jackies roams more than Faker? 🤔 #leagueoflegends #faker ... 57 Likes, TikTok video from giantxleague (@giantxleague): “Jackies roams more than Faker? #leagueoflegends #faker #lec”. original sound ...",57,,giantxleague,https://www.tiktok.com/@giantxleague,7468388137606204704
186,TikTok · mechanic kid,Toplane Matchups Featuring Irelia in League of Legends,Faker Proves Again Why He's a True World Champion #T1 #leagueoflegendsriotgames #leagueoflegendsmemes #desenhoanimado #leagueofcomedia ...,https://www.tiktok.com/@mechanickidlol/video/7570464697217142024,https://serpapi.com/searches/6918863fbcd927f1db236777/images/95a6774682570bc2ec7d38457df24a356df99241bb81c6d39e220e837b9972f5.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcQ6U0FnlYU9qMNIBYwhe4-kTqocQ1NdafXppA,,160.8K+ views · 6 days ago,Toplane Matchups Featuring Irelia in League of Legends Faker Proves Again Why He's a True World Champion #T1 #leagueoflegendsriotgames #leagueoflegendsmemes #desenhoanimado #leagueofcomedia ...,,,mechanickidlol,https://www.tiktok.com/@mechanickidlol,7570464697217142024
187,TikTok · LoL Esports,Ceremonia de Apertura: Un Juego Inesperado 😤,Faker a la cabeza de todas las leyendas que se unen para apreciar el tributo que les hicieron culminando con dos detalles muy bonitos ...,https://www.tiktok.com/@lolesports/video/7570650227808488759,https://serpapi.com/searches/6918863fbcd927f1db236777/images/95a6774682570bc2ec7d38457df24a353a6bd7e13528e04cb298db4a04f5d156.jpeg,,,534.1K+ views · 5 days ago,Ceremonia de Apertura: Un Juego Inesperado 😤 Faker a la cabeza de todas las leyendas que se unen para apreciar el tributo que les hicieron culminando con dos detalles muy bonitos ...,,,lolesports,https://www.tiktok.com/@lolesports,7570650227808488759
188,TikTok · LPL,THREEPEAT! T1 Raise the Trophy Again 👑 #worlds2025 | t1,"we now have four players with 3 worlds wins: SKT Faker, T1 Oner, T1 Gumayusi, T1 Keria, and T1 Faker. 4d agoReply. 28. View more replies (4).",https://www.tiktok.com/@lpl_official/video/7570780287274175799,https://serpapi.com/searches/6918863fbcd927f1db236777/images/95a6774682570bc2ec7d38457df24a35b0ee70799d9c257eb8e4cc378ba2969b.jpeg,,,438.7K+ views · 5 days ago,"THREEPEAT! T1 Raise the Trophy Again 👑 #worlds2025 | t1 we now have four players with 3 worlds wins: SKT Faker, T1 Oner, T1 Gumayusi, T1 Keria, and T1 Faker. 4d agoReply. 28. View more replies (4).",,,lpl_official,https://www.tiktok.com/@lpl_official,7570780287274175799
189,TikTok · T1.Faker,Faker: The G.O.A.T of League of Legends Highlights,"133 Likes, TikTok video from T1.Faker (@t1fakerfans): “Discover the best moments of Faker, the ultimate League of Legends player.",https://www.tiktok.com/@t1fakerfans/video/7451207007794941230,https://serpapi.com/searches/6918863fbcd927f1db236777/images/95a6774682570bc2ec7d38457df24a3520d37b4eae3f1a79a9e59e7545ca1253.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcR1Z_5gIJFe0KcsTSd3u8-T2bvz_lYw0hUw8A,,8.2K+ views · 10 months ago,"Faker: The G.O.A.T of League of Legends Highlights 133 Likes, TikTok video from T1.Faker (@t1fakerfans): “Discover the best moments of Faker, the ultimate League of Legends player.",133,,t1fakerfans,https://www.tiktok.com/@t1fakerfans,7451207007794941230
192,TikTok · Agurin,Finding The Next Faker in League of Legends,"3801 Likes, 73 Comments. TikTok video from Agurin (@agurinlol): “Discover strategies for identifying emerging League of Legends talents like ...",https://www.tiktok.com/@agurinlol/video/7502913295867759894,https://serpapi.com/searches/6918863fbcd927f1db236777/images/95a6774682570bc2ec7d38457df24a35bb6180ed19dd391a8c7867deaff3e20b.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcQVzhP-t1SFi5s7074AsO5u4Bb64u-n2ZyWOg,,102.1K+ views · 6 months ago,"Finding The Next Faker in League of Legends 3801 Likes, 73 Comments. TikTok video from Agurin (@agurinlol): “Discover strategies for identifying emerging League of Legends talents like ...",3801,73,agurinlol,https://www.tiktok.com/@agurinlol,7502913295867759894
198,TikTok · Follow For More Worlds Content,Worlds >>>> girlfriend #faker #t1 #worlds2025 #lolespo...,"19.3K Likes, 68 Comments. TikTok video from Follow For More Worlds Content (@ggitsryan_): “Gigachad Faker: Worlds >>>> girlfriend #faker #t1 ...",https://www.tiktok.com/@ggitsryan_/video/7569823553172802847,,,"Faker, faker",305.9K+ views · 1 week ago,"Worlds >>>> girlfriend #faker #t1 #worlds2025 #lolespo... 19.3K Likes, 68 Comments. TikTok video from Follow For More Worlds Content (@ggitsryan_): “Gigachad Faker: Worlds >>>> girlfriend #faker #t1 ...",19.3K,68,ggitsryan_,https://www.tiktok.com/@ggitsryan_,7569823553172802847
201,TikTok · T1.Faker,"Best of LOL Moments . Faker, Oner no1 #leagueoflegends ...","1149 Likes, TikTok video from T1.Faker (@t1fakerfans): “Best of LOL Moments . Faker, Oner no1 #leagueoflegends #lolguide #lolgamer ...",https://www.tiktok.com/@t1fakerfans/video/7324325098201025835,https://serpapi.com/searches/6918864409a51a774334e12d/images/d955c514a3f11c5fbef29a64de919c2e1aced0cb36ea07e6299fcf9fe8d58df6.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcQXJfq5MJnhaslHulQBcJBBCvz1p8J3bOkn-g,,46.6K+ views · 1 year ago,"Best of LOL Moments . Faker, Oner no1 #leagueoflegends ... 1149 Likes, TikTok video from T1.Faker (@t1fakerfans): “Best of LOL Moments . Faker, Oner no1 #leagueoflegends #lolguide #lolgamer ...",1149,,t1fakerfans,https://www.tiktok.com/@t1fakerfans,7324325098201025835
202,"TikTok · Aigooo ""FAKER"" ⭐⭐⭐⭐⭐⭐",ơ đánh với AL có 3 ván thôi mà 🐧 #faker,"❌ Producen, pero no venden. ❌ Trabajan, pero no viven. ❌ Alimentan a un país que les da la espalda. EAP es su última alternativa. Pero solos no ...",https://www.tiktok.com/@aigooo.faker/video/7572878295998418184,https://serpapi.com/searches/6918864409a51a774334e12d/images/d955c514a3f11c5fbef29a64de919c2e1ffd8dc0955428bf010ea1266ec9b1ed.jpeg,,,17.8K+ views · 4 hours ago,"ơ đánh với AL có 3 ván thôi mà 🐧 #faker ❌ Producen, pero no venden. ❌ Trabajan, pero no viven. ❌ Alimentan a un país que les da la espalda. EAP es su última alternativa. Pero solos no ...",,,aigooo.faker,https://www.tiktok.com/@aigooo.faker,7572878295998418184
203,TikTok · T1.Faker,Faker Plays Mid Pantheon - No.1 Mid #leagueoflegends ...,"1050 Likes, TikTok video from T1.Faker (@t1fakerfans): “Faker Plays Mid Pantheon - No.1 Mid #leagueoflegends #t1faker #fakerlol #videogame ...",https://www.tiktok.com/@t1fakerfans/video/7355507023292796202,https://serpapi.com/searches/6918864409a51a774334e12d/images/d955c514a3f11c5fbef29a64de919c2e7704da7420762295bba4223f30eda2b8.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcRNli7FudS31qzGm4DzE_pSbN0kwsoZteZ_TA,,34.4K+ views · 1 year ago,"Faker Plays Mid Pantheon - No.1 Mid #leagueoflegends ... 1050 Likes, TikTok video from T1.Faker (@t1fakerfans): “Faker Plays Mid Pantheon - No.1 Mid #leagueoflegends #t1faker #fakerlol #videogame ...",1050,,t1fakerfans,https://www.tiktok.com/@t1fakerfans,7355507023292796202
204,TikTok · Coded_victory,Faker De Drunken Master Dance Performance,"524 Likes, 21 Comments. TikTok video from Coded_victory (@codedvictory123): “Discover the captivating dance moves of Faker De Drunken Master ...",https://www.tiktok.com/@codedvictory123/video/7571810205348924686,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfE7yNKfV_LX2Okkux-zk2TcPQ-OmjtdbAvju2eO6cfrYY2Nus2qmlcA&s,,,5.7K+ views · 3 days ago,"Faker De Drunken Master Dance Performance 524 Likes, 21 Comments. TikTok video from Coded_victory (@codedvictory123): “Discover the captivating dance moves of Faker De Drunken Master ...",524,21,codedvictory123,https://www.tiktok.com/@codedvictory123,7571810205348924686
205,TikTok · BtSvT1💜🩵❤️,Exploring Faker's Impact in League of Legends - Part 2,"Learn more about his journey! #faker #lolesports #gaming. Keywords: Faker's influence in League of Legends, Lee Sang Hyeok gamer, impact of ...",https://www.tiktok.com/@kjlsu/video/7532128996956392722,,,"faker, Faker's",14.5K+ views · 3 months ago,"Exploring Faker's Impact in League of Legends - Part 2 Learn more about his journey! #faker #lolesports #gaming. Keywords: Faker's influence in League of Legends, Lee Sang Hyeok gamer, impact of ...",,,kjlsu,https://www.tiktok.com/@kjlsu,7532128996956392722
206,TikTok · Faker Fans Lol Esports,Top Plays of Faker in League of Legends,"TikTok video from Faker Fans Lol Esports (@t1.fakerfans): “Watch the incredible highlights of Faker's top plays in League of Legends, ...",https://www.tiktok.com/@t1.fakerfans/video/7475006379820846382,https://serpapi.com/searches/69188648ad9ecfcbecdb9a1a/images/43afb4e028a13805f25bb5c6ecd613383280ea3fc6473316cfb647960bb17199.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcQkmp0Jczi7NB-fnqRZ9LOTH743UaYOaVqLVA,,570+ views · 8 months ago,"Top Plays of Faker in League of Legends TikTok video from Faker Fans Lol Esports (@t1.fakerfans): “Watch the incredible highlights of Faker's top plays in League of Legends, ...",,,t1.fakerfans,https://www.tiktok.com/@t1.fakerfans,7475006379820846382
207,TikTok · Elophobia,Faker says Flash goes on F so Flash goes on F ...,Faker says Flash goes on F so Flash goes on F #leagueoflegendsriotgames #leagueoflegends #leagueoflegendsmemes #leagueofmemes #lolmemes # ...,https://www.tiktok.com/@elophobialol/video/7385870398585310496,https://serpapi.com/searches/69188648ad9ecfcbecdb9a1a/images/43afb4e028a13805f25bb5c6ecd6133851d82caead1969194ddb0b172450811a.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcSBn-X5wJrDYkSgB5niARqjptBZ2lyTl4O6vg,,5.7K+ views · 1 year ago,Faker says Flash goes on F so Flash goes on F ... Faker says Flash goes on F so Flash goes on F #leagueoflegendsriotgames #leagueoflegends #leagueoflegendsmemes #leagueofmemes #lolmemes # ...,,,elophobialol,https://www.tiktok.com/@elophobialol,7385870398585310496
208,TikTok · Faker Fans Lol Esports,Faker's Best Moments in League of Legends,"TikTok video from Faker Fans Lol Esports (@t1.fakerfans): “Explore the ultimate highlights of Faker, the best mid-laner ever!",https://www.tiktok.com/@t1.fakerfans/video/7475376233539177770,https://serpapi.com/searches/69188648ad9ecfcbecdb9a1a/images/43afb4e028a13805f25bb5c6ecd6133875838b27822e521dcb2ebe422fb7c524.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcTKx8xasjr1UW6Sx-Unj4ROktUYj6ys0C6XpQ,,470+ views · 8 months ago,"Faker's Best Moments in League of Legends TikTok video from Faker Fans Lol Esports (@t1.fakerfans): “Explore the ultimate highlights of Faker, the best mid-laner ever!",,,t1.fakerfans,https://www.tiktok.com/@t1.fakerfans,7475376233539177770
209,TikTok · Josh Leesman,#faker #t1 #worlds #lolesports #loljattstats,"411 Likes, 37 Comments. TikTok video from Josh Leesman (@esportsjatt): “#faker #t1 #worlds #lolesports #loljattstats”. Is faker killing the ...",https://www.tiktok.com/@esportsjatt/video/7571154969269898519,,,"faker, faker",34K+ views · 4 days ago,"#faker #t1 #worlds #lolesports #loljattstats 411 Likes, 37 Comments. TikTok video from Josh Leesman (@esportsjatt): “#faker #t1 #worlds #lolesports #loljattstats”. Is faker killing the ...",411,37,esportsjatt,https://www.tiktok.com/@esportsjatt,7571154969269898519
210,TikTok · MonteCristo,Faker's Epic Hero Plays in League of Legends,#Faker #GOAT #LeagueOfLegends #LoLESports #MSI2024 #LCK #T1 #G2 #GamingCommunity. This information is AI generated and may return results that ...,https://www.tiktok.com/@ggmontecristo/video/7367620028130135339,,,Faker,147.6K+ views · 1 year ago,Faker's Epic Hero Plays in League of Legends #Faker #GOAT #LeagueOfLegends #LoLESports #MSI2024 #LCK #T1 #G2 #GamingCommunity. This information is AI generated and may return results that ...,,,ggmontecristo,https://www.tiktok.com/@ggmontecristo,7367620028130135339
211,TikTok · JustDanny,Faker: The League of Legends Icon Breaking Barriers,"202 Likes, TikTok video from JustDanny (@actuallyjustdanny): “Discover why Faker, the League of Legends legend, is respected across K-pop ...",https://www.tiktok.com/@actuallyjustdanny/video/7568728633473338679,,,Faker,1.9K+ views · 1 week ago,"Faker: The League of Legends Icon Breaking Barriers 202 Likes, TikTok video from JustDanny (@actuallyjustdanny): “Discover why Faker, the League of Legends legend, is respected across K-pop ...",202,,actuallyjustdanny,https://www.tiktok.com/@actuallyjustdanny,7568728633473338679
212,TikTok · JuMoju,LoL Worlds 2025: Faker y las madrugadas épicas,"#leagueoflegends #lolesports #worlds2025. Keywords: Faker League of Legends 2025, despertarse tarde para LoL, Waking up at 2AM for LoL, League ...",https://www.tiktok.com/@jumojuu/video/7570131470749109535,,,Faker,748.3K+ views · 1 week ago,"LoL Worlds 2025: Faker y las madrugadas épicas #leagueoflegends #lolesports #worlds2025. Keywords: Faker League of Legends 2025, despertarse tarde para LoL, Waking up at 2AM for LoL, League ...",,,jumojuu,https://www.tiktok.com/@jumojuu,7570131470749109535
213,TikTok · nyctog,El rey demonio inquebrantable Faker en League of Legends,"121K Likes, 1387 Comments. TikTok video from nyctog (@nyctog17): “Descubre la batalla épica de Faker contra LeBron y el dominio de T1 en el ...",https://www.tiktok.com/@nyctog17/video/7548076451497643295,,,Faker,1M+ views · 2 months ago,"El rey demonio inquebrantable Faker en League of Legends 121K Likes, 1387 Comments. TikTok video from nyctog (@nyctog17): “Descubre la batalla épica de Faker contra LeBron y el dominio de T1 en el ...",121K,1387,nyctog17,https://www.tiktok.com/@nyctog17,7548076451497643295
216,TikTok · CB,Lemon Tak Sepakat Jika FAKER disebut GOAT ...,"3027 Likes, 387 Comments. TikTok video from CB (@cbplaysgame): “Lemon Tak Sepakat Jika FAKER disebut GOAT sesungguhnya game PC, tapi dirinya ...",https://www.tiktok.com/@cbplaysgame/video/7572119914547334421,https://serpapi.com/searches/6918864c04e10a5b3dd85a57/images/52588c02f336ae1f4756ef4f9c1931cd8c5701dbd981e10117a52c69f7a1e6e5.jpeg,,,100.4K+ views · 2 days ago,"Lemon Tak Sepakat Jika FAKER disebut GOAT ... 3027 Likes, 387 Comments. TikTok video from CB (@cbplaysgame): “Lemon Tak Sepakat Jika FAKER disebut GOAT sesungguhnya game PC, tapi dirinya ...",3027,387,cbplaysgame,https://www.tiktok.com/@cbplaysgame,7572119914547334421
217,TikTok · Chiến Thần Đi Top,Faker Tiếp Tục Chinh Phục Vô Địch Thứ 60 Sau 50 Năm,Khám phá hành trình chinh phục giải đấu của Faker sau 50 năm! Xem highlights và những khoảnh khắc ấn tượng. #LMHT #LCK #LPL #LiênMinh. Keywords: ...,https://www.tiktok.com/@chienthanditopfb/video/7571756885985070356,https://serpapi.com/searches/6918864c04e10a5b3dd85a57/images/52588c02f336ae1f4756ef4f9c1931cdd0e91b93c7480be68dabfb3a94f14927.jpeg,,,1.1M+ views · 3 days ago,Faker Tiếp Tục Chinh Phục Vô Địch Thứ 60 Sau 50 Năm Khám phá hành trình chinh phục giải đấu của Faker sau 50 năm! Xem highlights và những khoảnh khắc ấn tượng. #LMHT #LCK #LPL #LiênMinh. Keywords: ...,,,chienthanditopfb,https://www.tiktok.com/@chienthanditopfb,7571756885985070356
218,TikTok · Liên Minh Huyền Thoại,Cách giúp Faker vô địch liên tục trong LMHT,Khám phá cách giúp Faker đạt thành công trong League of Legends. Đừng bỏ lỡ những bí quyết hay! #gamingontikok #leagueoflegends #faker #t1.,https://www.tiktok.com/@lmht.official/video/7571472909529582868,https://serpapi.com/searches/6918864c04e10a5b3dd85a57/images/52588c02f336ae1f4756ef4f9c1931cd4932da510c966adc5ff6d345e1c596ec.jpeg,,,247.1K+ views · 3 days ago,Cách giúp Faker vô địch liên tục trong LMHT Khám phá cách giúp Faker đạt thành công trong League of Legends. Đừng bỏ lỡ những bí quyết hay! #gamingontikok #leagueoflegends #faker #t1.,,,lmht.official,https://www.tiktok.com/@lmht.official,7571472909529582868
219,TikTok · Midbeast,Faker Has Arrived in League of Legends,"882 Likes, TikTok video from Midbeast (@midbeast): “Discover the new Faker moments in League of Legends! Check out epic clips and memes!",https://www.tiktok.com/@midbeast/video/7522864468909395208,https://serpapi.com/searches/6918864c04e10a5b3dd85a57/images/52588c02f336ae1f4756ef4f9c1931cd147780ff6d3cd8afdab0e14ea5b55b59.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcTnzomDiEk5Wi2eUjaumTZWhDYl1Zk4FC5FDA,,27K+ views · 4 months ago,"Faker Has Arrived in League of Legends 882 Likes, TikTok video from Midbeast (@midbeast): “Discover the new Faker moments in League of Legends! Check out epic clips and memes!",882,,midbeast,https://www.tiktok.com/@midbeast,7522864468909395208
220,TikTok · Faker Fans Lol Esports,Best of Faker - Best of LoL #faker #T1 #LOL #game ...,TikTok video from Faker Fans Lol Esports (@t1.fakerfans): “Best of Faker - Best of LoL #faker #T1 #LOL #game #outplayed #highlights ...,https://www.tiktok.com/@t1.fakerfans/video/7481625229069110574,https://serpapi.com/searches/6918864c04e10a5b3dd85a57/images/52588c02f336ae1f4756ef4f9c1931cd4482d5c883a74a498fd9203f59cb5d81.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcSH2b8ZnLlUU2yL8henpBhqNMJk1poSBoCHkg,,580+ views · 8 months ago,Best of Faker - Best of LoL #faker #T1 #LOL #game ... TikTok video from Faker Fans Lol Esports (@t1.fakerfans): “Best of Faker - Best of LoL #faker #T1 #LOL #game #outplayed #highlights ...,,,t1.fakerfans,https://www.tiktok.com/@t1.fakerfans,7481625229069110574
222,TikTok · LoL Esports VN,Thắng và Thua trong League of Legends,"Faker giải nghệ thì đổi tên ❤️. 7154 · recommend-cover. GAM Esports ... Faker phải nằm xuống , SKT T1 tan vỡ Faker nằm gục khóc 1 chàng ...",https://www.tiktok.com/@lolesports_vn/video/7570761983977377045,https://serpapi.com/searches/6918864c04e10a5b3dd85a57/images/52588c02f336ae1f4756ef4f9c1931cd5e6a366dba1ad8fd3bc320ca93f252fe.jpeg,,,901K+ views · 5 days ago,"Thắng và Thua trong League of Legends Faker giải nghệ thì đổi tên ❤️. 7154 · recommend-cover. GAM Esports ... Faker phải nằm xuống , SKT T1 tan vỡ Faker nằm gục khóc 1 chàng ...",,,lolesports_vn,https://www.tiktok.com/@lolesports_vn,7570761983977377045
223,TikTok · Theanh28 Gaming,CHIM BĂNG TRONG TAY FAKER VẪN CỨ LÀ KHÁC BIỆT ...,"22.5K Lượt thích,205 Bình luận.Video TikTok từ Theanh28 Gaming (@theanh28gaming): ""CHIM BĂNG TRONG TAY FAKER VẪN CỨ LÀ KHÁC BIỆT #theanh28 ...",https://www.tiktok.com/@theanh28gaming/video/7572495496321994004,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQFO4PGv30MVxCbDbpe8sY65Rqwar4pos533Qzhnvzz_7TeS0-tAm2oQ&s,,,383.4K+ views · 1 day ago,"CHIM BĂNG TRONG TAY FAKER VẪN CỨ LÀ KHÁC BIỆT ... 22.5K Lượt thích,205 Bình luận.Video TikTok từ Theanh28 Gaming (@theanh28gaming): ""CHIM BĂNG TRONG TAY FAKER VẪN CỨ LÀ KHÁC BIỆT #theanh28 ...",,,theanh28gaming,https://www.tiktok.com/@theanh28gaming,7572495496321994004
224,TikTok · LoL Esports,Gumayusi Dominates KT in Worlds 2025 Grand Final,... Faker #Faker #T1 #BDD #Final #leagueoflegends · sonido original - MT1Yarvis. 31KLikes. 382Comments. 5566Shares. lolesports. LoL ...,https://www.tiktok.com/@lolesports/video/7570671186242243853,https://serpapi.com/searches/691886507a3b059fb8b2fc7e/images/d6a8264c9ff1f5152eb9bcbe8af13226664a050ccf9af3d1c376fc7ce5f5db12.jpeg,,,2.8M+ views · 6 days ago,Gumayusi Dominates KT in Worlds 2025 Grand Final ... Faker #Faker #T1 #BDD #Final #leagueoflegends · sonido original - MT1Yarvis. 31KLikes. 382Comments. 5566Shares. lolesports. LoL ...,,,lolesports,https://www.tiktok.com/@lolesports,7570671186242243853
225,TikTok · randoran.,Hội thuần bế choi hyeonjun 🥹 #doran #faker #untara #t1,"4597 Lượt thích,26 Bình luận.Video TikTok từ randoran. (@_ranran072): ""Hội thuần bế choi hyeonjun #doran #faker #untara #t1"".nhạc nền ...",https://www.tiktok.com/@_ranran072/video/7572562176821447944,https://serpapi.com/searches/691886507a3b059fb8b2fc7e/images/d6a8264c9ff1f5152eb9bcbe8af13226e6a543efc1cbd0f1934dd3ef02e5d99d.jpeg,,,33K+ views · 1 day ago,"Hội thuần bế choi hyeonjun 🥹 #doran #faker #untara #t1 4597 Lượt thích,26 Bình luận.Video TikTok từ randoran. (@_ranran072): ""Hội thuần bế choi hyeonjun #doran #faker #untara #t1"".nhạc nền ...",,,_ranran072,https://www.tiktok.com/@_ranran072,7572562176821447944
226,TikTok · TRUNKS🌙,Faker Calling Me - Part 6: The League of Legends Legend,That guy is. the most famous professional gamer of all time. You might know him. Faker. He's absolutely dominated the league of legends pro.,https://www.tiktok.com/@trrunksz/video/7546281839699168534,https://serpapi.com/searches/691886507a3b059fb8b2fc7e/images/d6a8264c9ff1f5152eb9bcbe8af13226e50035cc381a517c3ada7f452087827e.jpeg,,,28.4K+ views · 2 months ago,Faker Calling Me - Part 6: The League of Legends Legend That guy is. the most famous professional gamer of all time. You might know him. Faker. He's absolutely dominated the league of legends pro.,,,trrunksz,https://www.tiktok.com/@trrunksz,7546281839699168534
227,TikTok · Overage.swede,Faker Multiverse: A Journey Through League of Legends,"51.6K Likes, 308 Comments. TikTok video from Overage.swede (@overage.swede): “Explore the Faker Multiverse and its impact on League of ...",https://www.tiktok.com/@overage.swede/video/7569017067551182102,,,Faker,395.8K+ views · 1 week ago,"Faker Multiverse: A Journey Through League of Legends 51.6K Likes, 308 Comments. TikTok video from Overage.swede (@overage.swede): “Explore the Faker Multiverse and its impact on League of ...",51.6K,308,overage.swede,https://www.tiktok.com/@overage.swede,7569017067551182102
228,TikTok · TRUNKS🌙,Faker Calls: A League of Legends Flashback,"Racist number one. What is your least favorite race? Black people. Number 2 which is. Indian people to the cheapest. Fuck. Okay, his personal ...",https://www.tiktok.com/@trrunksz/video/7545461035075931414,,,,602.5K+ views · 2 months ago,"Faker Calls: A League of Legends Flashback Racist number one. What is your least favorite race? Black people. Number 2 which is. Indian people to the cheapest. Fuck. Okay, his personal ...",,,trrunksz,https://www.tiktok.com/@trrunksz,7545461035075931414
230,TikTok · strawberry 🐿️🐯,you know where you are with. #t1 #dofgk #doran #faker,"29.7K Likes, 91 Comments. TikTok video from strawberry 🐿️ (@strawberrydoran): “#FAKERAN : you know where you are with.",https://www.tiktok.com/@strawberrydoran/video/7571261009667575058,,,,131.6K+ views · 4 days ago,"you know where you are with. #t1 #dofgk #doran #faker 29.7K Likes, 91 Comments. TikTok video from strawberry 🐿️ (@strawberrydoran): “#FAKERAN : you know where you are with.",29.7K,91,strawberrydoran,https://www.tiktok.com/@strawberrydoran,7571261009667575058
231,TikTok · Renekton,对抗 Faker 和 가짜 염소 的英雄联盟游戏,"101 Likes, TikTok video from Renekton (@renekton911): “在这场精彩的英雄联盟游戏中，我与 Faker 和 가짜 염소 对决，探索战斗策略和团队合作。",https://www.tiktok.com/@renekton911/video/7510491659285695752,,,Faker,1.8K+ views · 5 months ago,"对抗 Faker 和 가짜 염소 的英雄联盟游戏 101 Likes, TikTok video from Renekton (@renekton911): “在这场精彩的英雄联盟游戏中，我与 Faker 和 가짜 염소 对决，探索战斗策略和团队合作。",101,,renekton911,https://www.tiktok.com/@renekton911,7510491659285695752
232,TikTok · ♡𝓐𝓱𝓻𝓲 ♡,Worth it? #immortalized_king #faker ...,"96 Μου αρέσει,Βίντεο TikTok από ♡Ahri ♡ (@hanafox.cos): ""Worth it? #immortalized_king #faker #immortalizedlegendahri #immortalizedlegend ...",https://www.tiktok.com/@hanafox.cos/video/7383622229759757601,,,faker,910+ views · 1 year ago,"Worth it? #immortalized_king #faker ... 96 Μου αρέσει,Βίντεο TikTok από ♡Ahri ♡ (@hanafox.cos): ""Worth it? #immortalized_king #faker #immortalizedlegendahri #immortalizedlegend ...",,,hanafox.cos,https://www.tiktok.com/@hanafox.cos,7383622229759757601
233,TikTok · Akali Studio,Faker pick and kill. #Faker #T1Faker #T1 #LCK # ...,"86 Likes, TikTok video from Akali Studio (@akalistudio2021): “Faker pick and kill. #Faker #T1Faker #T1 #LCK #leagueoflegends ...",https://www.tiktok.com/@akalistudio2021/video/7420911654092803336,,,"Faker, Faker",4.8K+ views · 1 year ago,"Faker pick and kill. #Faker #T1Faker #T1 #LCK # ... 86 Likes, TikTok video from Akali Studio (@akalistudio2021): “Faker pick and kill. #Faker #T1Faker #T1 #LCK #leagueoflegends ...",86,,akalistudio2021,https://www.tiktok.com/@akalistudio2021,7420911654092803336
234,TikTok · ONLY ZOMBIES,Faker outplay😆Linktree in BIO! #leagueoflegends #lol ...,"803 Likes, 21 Comments. TikTok video from ONLY ZOMBIES (@zombiegamergg): “Faker outplay Linktree in BIO! #leagueoflegends #lol #riotgames ...",https://www.tiktok.com/@zombiegamergg/video/7159208534863809835,https://serpapi.com/searches/69188655f3fc7bd1e5c3c73f/images/c2009a9fbd8d6ee76dfcd03c5d71980aa03cefcba5acb1c60e193510ec195011.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcT1DBX84GtSNd6BkDXaopImoafhhG0sGGb4wg,,18.2K+ views · 3 years ago,"Faker outplay😆Linktree in BIO! #leagueoflegends #lol ... 803 Likes, 21 Comments. TikTok video from ONLY ZOMBIES (@zombiegamergg): “Faker outplay Linktree in BIO! #leagueoflegends #lol #riotgames ...",803,21,zombiegamergg,https://www.tiktok.com/@zombiegamergg,7159208534863809835
235,TikTok · Gentle Mates,I never lost to Faker | faker,I never lost to Faker. Faker · Faker Girlfriend · T1 Faker Gameplay · Faker Edits · The Faker Man Game · son original - gentlemates · author.,https://www.tiktok.com/@gentlemates/video/7448388054693317921,https://serpapi.com/searches/69188655f3fc7bd1e5c3c73f/images/c2009a9fbd8d6ee76dfcd03c5d71980a2d978f0109bfa3f7d2ae8f4545385ee3.jpeg,https://encrypted-vtbn0.gstatic.com/video?q=tbn:ANd9GcTX5-to5cXgoKf9QxzkdDv41O49yBDd0b3qQQ,,1.7M+ views · 11 months ago,I never lost to Faker | faker I never lost to Faker. Faker · Faker Girlfriend · T1 Faker Gameplay · Faker Edits · The Faker Man Game · son original - gentlemates · author.,,,gentlemates,https://www.tiktok.com/@gentlemates,7448388054693317921
